filename	title	source	license
pan-seared-duck-breast-rice.jpg	File:SZ 深圳 Shenzhen 福田 Futian 水圍 Shuiweicun 味琪餐廳 Wei Qi Restaurant dinner food 廣東燒鴨肉 Roast duck breast rice n soup December 2023 R12S.jpg	https://commons.wikimedia.org/wiki/File:SZ_%E6%B7%B1%E5%9C%B3_Shenzhen_%E7%A6%8F%E7%94%B0_Futian_%E6%B0%B4%E5%9C%8D_Shuiweicun_%E5%91%B3%E7%90%AA%E9%A4%90%E5%BB%B3_Wei_Qi_Restaurant_dinner_food_%E5%BB%A3%E6%9D%B1%E7%87%92%E9%B4%A8%E8%82%89_Roast_duck_breast_rice_n_soup_December_2023_R12S.jpg	CC0
slow-roasted-lamb-shoulder-rice.jpg	File:Roast lamb, rice, salad, French fries with spices and feta cheese - Massachusetts.jpg	https://commons.wikimedia.org/wiki/File:Roast_lamb,_rice,_salad,_French_fries_with_spices_and_feta_cheese_-_Massachusetts.jpg	CC0
ginger-beef-rice.jpg	File:Rice with beef, broccoli, stock, ginger powder, and black pepper - Massachusetts.jpg	https://commons.wikimedia.org/wiki/File:Rice_with_beef,_broccoli,_stock,_ginger_powder,_and_black_pepper_-_Massachusetts.jpg	CC0
slow-roasted-beef-shoulder-ribeye-rice.jpg			
grilled-norwegian-salmon-rice.jpg			
secret-truffle-vegetable-rice.jpg			
stewed-vegetables-rice.jpg			
grilled-shio-koji-chicken-salad.jpg	File:Avgolemono Soup and Grilled Chicken and Mango Salad.jpg	https://commons.wikimedia.org/wiki/File:Avgolemono_Soup_and_Grilled_Chicken_and_Mango_Salad.jpg	CC BY-SA 2.0
seared-beef-short-rib-salad.jpg			
avocado-tofu-salad.jpg	File:Warm tofu and avocado salad (vegan) (8070803691).jpg	https://commons.wikimedia.org/wiki/File:Warm_tofu_and_avocado_salad_(vegan)_(8070803691).jpg	CC BY 2.0
build-your-own-salad.jpg			
ginger-beef-donburi.jpg			
buttery-teriyaki-chicken-donburi.jpg	File:Donburi Rice bowl of Chicken Teriyaki with Tomato.jpg	https://commons.wikimedia.org/wiki/File:Donburi_Rice_bowl_of_Chicken_Teriyaki_with_Tomato.jpg	CC0
karaage-chicken-donburi.jpg	File:Chicken karaage 001.jpg	https://commons.wikimedia.org/wiki/File:Chicken_karaage_001.jpg	CC0
stewed-vegetables-donburi.jpg	File:Chicken and egg "oyako" donburi, pork and vegetable miso soup, and carrot and egg stir fry 親子丼、豚汁、ニンジンと卵の「しりしり」.jpg	https://commons.wikimedia.org/wiki/File:Chicken_and_egg_%22oyako%22_donburi,_pork_and_vegetable_miso_soup,_and_carrot_and_egg_stir_fry_%E8%A6%AA%E5%AD%90%E4%B8%BC%E3%80%81%E8%B1%9A%E6%B1%81%E3%80%81%E3%83%8B%E3%83%B3%E3%82%B8%E3%83%B3%E3%81%A8%E5%8D%B5%E3%81%AE%E3%80%8C%E3%81%97%E3%82%8A%E3%81%97%E3%82%8A%E3%80%8D.jpg	CC BY 2.0
short-rib-sandwich.jpg	File:A roast beef sandwich with au jus sauce for dipping, served with a side of fries..jpg	https://commons.wikimedia.org/wiki/File:A_roast_beef_sandwich_with_au_jus_sauce_for_dipping,_served_with_a_side_of_fries..jpg	CC BY-SA 4.0
fried-fish-burger.jpg	File:Burger King @Taiwan Double Fish Burger.jpg	https://commons.wikimedia.org/wiki/File:Burger_King_@Taiwan_Double_Fish_Burger.jpg	CC BY-SA 4.0
fried-soft-shell-crab-burger.jpg	File:Drunken Noodles with Soft-Shell Crab (5882668219).jpg	https://commons.wikimedia.org/wiki/File:Drunken_Noodles_with_Soft-Shell_Crab_(5882668219).jpg	CC BY 2.0
avocado-smoked-salmon-toast.jpg	File:Avocado & Smoked Salmon On Sourdough Toast - Amo 2026-02-04.jpg	https://commons.wikimedia.org/wiki/File:Avocado_%26_Smoked_Salmon_On_Sourdough_Toast_-_Amo_2026-02-04.jpg	CC0
fried-portobello-mushroom-burger.jpg	File:Mushroom vegetarian burger - Grubbs.jpg	https://commons.wikimedia.org/wiki/File:Mushroom_vegetarian_burger_-_Grubbs.jpg	CC0
chefs-special-fried-platter.jpg	File:Sushi Sashimi Platter - J Cafe (355247627).jpg	https://commons.wikimedia.org/wiki/File:Sushi_Sashimi_Platter_-_J_Cafe_(355247627).jpg	CC BY-SA 2.0
fries-mentai-mayo.jpg	File:HK Kln Bay Telford Plaza McDonalds Restaurant McSPICY Chicken Filet French fries Nov-2014 Love mark sign n coke.jpg	https://commons.wikimedia.org/wiki/File:HK_Kln_Bay_Telford_Plaza_McDonalds_Restaurant_McSPICY_Chicken_Filet_French_fries_Nov-2014_Love_mark_sign_n_coke.jpg	CC BY-SA 4.0
karaage-squid-rings.jpg	File:Crispy fried salt and pepper calamari with spicy anchovy aioli, fresh parsley, grilled lemon, and shallot rings.jpg	https://commons.wikimedia.org/wiki/File:Crispy_fried_salt_and_pepper_calamari_with_spicy_anchovy_aioli,_fresh_parsley,_grilled_lemon,_and_shallot_rings.jpg	CC BY 2.0
nachos-mixed-sauces.jpg	File:Nachos with chicken, with salsa and jalapenos on the side.jpg	https://commons.wikimedia.org/wiki/File:Nachos_with_chicken,_with_salsa_and_jalapenos_on_the_side.jpg	CC BY 4.0
mushrooms-onsen-egg-donburi.jpg			
roasted-spring-chicken-rice.jpg	File:Chicken fried rice and Roast duck combo meal AHB2016-0102.jpg	https://commons.wikimedia.org/wiki/File:Chicken_fried_rice_and_Roast_duck_combo_meal_AHB2016-0102.jpg	CC BY-SA 4.0
soy-glazed-beef-enoki-donburi.jpg			
slow-roasted-short-rib-donburi.jpg			
seared-hanger-steak-donburi.jpg			
shrimp-vegetable-tempura-rice.jpg			
vegetable-tempura-rice.jpg			
sukiyaki-beef-hot-pot.jpg			
sukiyaki-beef-hot-pot.jpg			
vegetable-tofu-soy-milk-hot-pot.jpg	File:Yudofu from Nogawa Tofu at Ginzan Onsen.jpg	https://commons.wikimedia.org/wiki/File:Yudofu_from_Nogawa_Tofu_at_Ginzan_Onsen.jpg	CC BY-SA 4.0
fried-shrimp-cutlet.jpg			
fried-oysters-cutlet.jpg	File:Good dinners for every day in the year (1886) (14763756735).jpg	https://commons.wikimedia.org/wiki/File:Good_dinners_for_every_day_in_the_year_(1886)_(14763756735).jpg	No restrictions
fried-fish-cutlet.jpg	File:Argentine Breaded Hake Fillets on an Oiled Baking Tray.jpg	https://commons.wikimedia.org/wiki/File:Argentine_Breaded_Hake_Fillets_on_an_Oiled_Baking_Tray.jpg	CC BY-SA 3.0
